Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
149,149,15-Sep,,LAD,"L,4-17",36,32,4,5,0,0,1,4,4,0,11,0,0,0,0,0,0,0,0.249,0.32,0.41,0.73,5,19,L,R.Hill (51)
150,150,16-Sep,,LAD,"W,5-0",33,32,5,8,0,0,1,4,1,0,11,0,0,0,1,1,0,0,0.249,0.32,0.41,0.73,4,14,R,R.Stripling (45)
151,151,17-Sep,@,ATL,"W,11-6",45,37,11,10,5,0,4,11,7,1,7,1,0,0,0,0,0,0,0.249,0.321,0.412,0.733,7,17,R,M.Foltynewicz (28)
152,152,18-Sep,@,ATL,"W,8-1",41,37,8,11,2,0,1,7,3,0,14,1,0,0,0,0,0,1,0.249,0.321,0.412,0.733,6,19,R,A.Sanchez (65)
153,153,19-Sep,@,ATL,"L,3-7",39,32,3,8,1,0,1,3,5,0,10,1,0,1,0,2,2,0,0.249,0.321,0.412,0.733,9,16,R,T.Toussaint (56)
154,154,21-Sep,,SFG,"W,5-3",37,34,5,11,3,0,0,5,2,0,8,0,1,0,0,0,0,0,0.25,0.321,0.412,0.733,8,19,L,M.Bumgarner (48)
155,155,22-Sep,,SFG,"W,5-4",36,35,5,8,1,0,2,5,1,0,5,0,0,0,0,1,0,0,0.25,0.321,0.412,0.733,2,13,R,D.Rodriguez (43)
156,156,23-Sep,,SFG,"W,9-2",41,34,9,12,3,0,1,9,4,0,9,1,2,0,0,1,0,0,0.25,0.322,0.413,0.735,8,16,L,A.Suarez (51)
157,157,24-Sep,,MIL,"L,4-6",38,35,4,8,2,0,2,4,2,0,11,1,0,0,0,0,0,0,0.25,0.322,0.413,0.735,7,18,L,D.Jennings (51)
158,158,25-Sep,,MIL,"L,4-12",38,33,4,8,1,0,1,4,4,0,7,0,0,1,0,1,0,0,0.25,0.322,0.413,0.734,7,20,L,G.Gonzalez (44)
159,159,26-Sep,,MIL,"L,1-2",32,27,1,2,1,0,0,1,3,0,9,1,0,1,1,0,0,0,0.249,0.321,0.411,0.732,4,18,R,J.Chacin (62)
160,160,28-Sep,@,CHC,"L,4-8",39,35,4,9,3,0,0,3,2,0,3,1,1,0,2,1,0,0,0.249,0.321,0.411,0.732,8,19,R,K.Hendricks (60)
161,161,29-Sep,@,CHC,"W,2-1",34,29,2,3,0,0,0,2,2,0,11,2,0,0,0,0,0,0,0.249,0.32,0.409,0.729,5,12,L,C.Hamels (71)
162,162,30-Sep,@,CHC,"L,5-10",44,36,5,11,4,0,0,4,5,0,10,2,1,0,0,1,0,0,0.249,0.321,0.409,0.73,12,18,L,M.Montgomery (42)
